blh,type,family,common_name,genus,organism,primer,OTU ,sequences,blh_mix_count,time_period,year,date,region,state,host_plant,BCTV,CPt,S_citri
117,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,3,4,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
117,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,2,2,4,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Tree,Betulaceae,Alder,Alnus,Alnus maximowiczii,ITS,4,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Tree,Betulaceae,Alder,Alnus,Alnus maximowiczii,ITS,4,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,102,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,102,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,5,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,5,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,9,20,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,9,20,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,10,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,10,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,3,6,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,3,6,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Weed,Malvaceae,Mallow,Malva,Malva parviflora,ITS,8,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Weed,Malvaceae,Mallow,Malva,Malva parviflora,ITS,8,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,9,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,9,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Crop,Vitaceae,Grape,Vitis,Vitis vinifera,ITS,6,3,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
116,Crop,Vitaceae,Grape,Vitis,Vitis vinifera,ITS,6,3,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
113,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,1,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,1
113,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,2,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,1
111,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,3,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
111,Weed,Apiaceae,Hemlock,Conium,Conium maculatum,ITS,3,6,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
111,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,5,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
111,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,2,7,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
111,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,56,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,8,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,2,6,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,1,9,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,9,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Weed,Boraginaceae,Hounds tongue,Cynoglossum,Cynoglossum officinale,ITS,3,5,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,6,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Weed,Euphorbiaceae ,Euphorbia,Euphorbia,Euphorbia drupifera,ITS,10,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Weed,Euphorbiaceae ,Euphorbia,Euphorbia,Euphorbia drupifera,ITS,11,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,5,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,4,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
108,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,3,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
107,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,2,2,4,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
107,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,2,4,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
107,Weed,Brassicaceae,Sheperd's purse,Capsella,Capsella bursa-pastoris,ITS,3,2,4,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
107,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,4,4,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
106,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,24,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
106,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,7,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
106,Weed,Apiaceae,Hemlock,Conium,Conium maculatum,ITS,2,7,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
106,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,5,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
106,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,6,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
106,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,3,5,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
106,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,5,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
105,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,50,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
105,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,6,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
105,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,2,7,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
105,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,3,3,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
105,Tree,Pinaceae,Hemlock,Tsuga,Tsuga heterophylla,ITS,4,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
105,Crop,Vitaceae,Grape,Vitis,Vitis vinifera,ITS,5,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Tree,Pinaceae,Nordmann Pine,Abies,Abies nordmanniana,ITS,11,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,12,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,47,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,6,8,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Weed,Apiaceae,Hemlock,Conium,Conium maculatum,ITS,4,10,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,13,2,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,10,4,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,9,5,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Weed,Apiaceae,Hog fennel,Peucedanum,Peucedanum terebinthaceum,ITS,7,7,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,5,10,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,2,17,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,3,11,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
104,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,8,7,5,June,2022,6/21/2022,Prosser,WA,Cannabis,1,1,0
91,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,6,2,5,June,2022,6/7/2022,Othello,WA,Cannabis,1,1,0
91,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,3,5,5,June,2022,6/7/2022,Othello,WA,Cannabis,1,1,0
91,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,4,3,5,June,2022,6/7/2022,Othello,WA,Cannabis,1,1,0
91,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,2,5,5,June,2022,6/7/2022,Othello,WA,Cannabis,1,1,0
91,Grass,Poaceae,Bluegrass,Poa,Poa glauca,ITS,7,2,5,June,2022,6/7/2022,Othello,WA,Cannabis,1,1,0
91,Grass,Poaceae,Bluegrass,Poa,Poa pratensis,ITS,5,3,5,June,2022,6/7/2022,Othello,WA,Cannabis,1,1,0
91,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,1,86,5,June,2022,6/7/2022,Othello,WA,Cannabis,1,1,0
87,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,2,27,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,3,17,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Weed,Asteraceae,Aster,Canadanthus,Canadanthus modestus,ITS,6,7,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,10,2,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,11,2,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,7,7,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,18,176,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Grass,Poaceae,Rye,Secale,Secale cereale,ITS,4,13,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,12,2,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
87,Grass,Poaceae,Wheat,Triticum,Triticum sp.,ITS,5,12,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
85,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,3,10,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
85,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,5,4,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
85,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,2,14,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
85,Weed,Geraniaceae,Redstem filaree,Erodium,Erodium cicutarium,ITS,6,3,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
85,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,44,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
85,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,7,2,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
85,Grass,Poaceae,Wheat,Triticum,Triticum aestivum,ITS,4,5,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
81,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,3,16,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
81,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,6,6,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
81,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,5,8,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
81,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,4,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
81,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,3,95,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
81,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,21,19,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
79,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,2,15,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
79,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,9,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
79,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,6,2,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
79,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,156,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
79,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,3,9,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
79,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,5,8,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
78,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,1,34,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
78,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,2,5,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
78,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,3,2,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
78,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,2,5,June,2022,6/7/2022,Royal City,WA,Carrot,1,1,0
72,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,2,253,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,25,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,26,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,27,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,8,4,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Tree,Pinaceae,Cedar,Cedrus,Cedrus deodara,trnF,8,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Lambsquarter,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,2,55,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Weed,Boraginaceae,Cat's eyes,Cryptantha,Cryptantha torreyana,ITS,11,3,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,30,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,7,4,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,3,151,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,28,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,29,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,1,657,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,4,7,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,5,5,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,6,4,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,9,3,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,10,3,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,13,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,14,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,15,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,16,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,17,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,18,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,19,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,20,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,21,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,22,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,23,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,24,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,trnF,26,96,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
72,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,12,3,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
70,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,254,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
70,Crop,Fabaceae,Soybean,Glycine,Glycine max,ITS,3,5,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
70,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,2,26,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
70,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,3,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
65,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,6,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
65,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,14,29,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
65,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,7,6,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
65,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,7,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
65,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,2,4,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
58,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,5,2,4,June,2022,6/7/2022,Prosser,WA,Hops,1,1,0
58,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,2,9,4,June,2022,6/7/2022,Prosser,WA,Hops,1,1,0
58,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,1,13,4,June,2022,6/7/2022,Prosser,WA,Hops,1,1,0
58,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,10,5,4,June,2022,6/7/2022,Prosser,WA,Hops,1,1,0
58,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,7,2,4,June,2022,6/7/2022,Prosser,WA,Hops,1,1,0
58,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,3,8,4,June,2022,6/7/2022,Prosser,WA,Hops,1,1,0
42,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,1,21,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
42,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,11,5,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
42,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,3,5,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
42,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,8,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
42,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,2,8,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
42,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,5,3,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
42,Tree,Malvaceae,Linden,Tilia,Tilia x,ITS,6,2,5,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Weed,Brassicaceae,Cress,Arabidopsis,Arabidopsis thaliana,ITS,36,231,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,3,48,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,17,2,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Tree,Fabaceae,Redbud,Cercis,Cercis glabra,ITS,11,3,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,16,2,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,7,7,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,8,5,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,6,10,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,37,402,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,20,18,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
38,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,10,4,3,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,0
35,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,3,5,4,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,1
35,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,13,7,4,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,1
35,Crop,Cucurbitaceae,Melon,Melon,Melon 17S,ITS,7,2,4,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,1
35,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,5,4,4,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,1
35,Tree,Pinaceae,Lodgepole Pine,Pinus,Pinus contorta,trnF,5,10,4,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,1
35,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,8,4,June,2022,6/7/2022,Prosser,WA,Cannabis,1,1,1
