Type,Family,Common,Genus,BLH,BLTVA,BCTV,BarCode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant,Year
Pigweed,Amaranthaceae,Spiny Pigweed,Amaranthus,496,0,0,trnF,bc1097--bc1105,Amaranthus spinosus,2,"Thursday, June 25, 2020",Late June,Paterson,I,Russian thistle,2020
Pigweed,Amaranthaceae,Spiny Pigweed,Amaranthus,518,1,0,trnF,bc1106--bc1111,Amaranthus spinosus,5,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,171,0,0,trnF,bc1107--bc1113,Solanum tuberosum,28,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,171,0,0,ITS,bc1140--bc1152,Solanum tuberosum,22,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,655,0,0,trnF,bc1144--bc1176,Solanum tuberosum,32,"Wednesday, August 12, 2020",Early August,Othello,F,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,792,0,1,trnF,bc1108--bc1177,Solanum tuberosum,5,"Thursday, August 27, 2020",Late August,Othello,E,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,113,1,1,trnF,bc1112--bc1169,Solanum tuberosum,3,"Monday, May 18, 2020",Late May,Mattawa,C,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,137,1,0,ITS,bc1152--bc1154,Solanum tuberosum,30,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,153,1,0,trnF,bc1107--bc1111,Solanum tuberosum,34,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,198,0,0,trnF,bc1107--bc1110,Solanum tuberosum,215,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,232,1,1,trnF,bc1108--bc1110,Solanum tuberosum,177,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,369,1,1,trnF,bc1100--bc1143,Solanum tuberosum,4,"Wednesday, June 3, 2020",Early June,Mattawa,D,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,370,0,1,trnF,bc1111--bc1143,Solanum tuberosum,10,"Wednesday, June 3, 2020",Early June,Mattawa,D,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,457,1,0,trnF,bc1110--bc1143,Solanum tuberosum,22,"Wednesday, June 17, 2020",Late June,Moxee,A,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,468,1,0,trnF,bc1100--bc1144,Solanum tuberosum,10,"Wednesday, June 17, 2020",Late June,Othello,E,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,481,0,1,trnF,bc1109--bc1144,Solanum tuberosum,5,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,482,1,0,trnF,bc1110--bc1144,Solanum tuberosum,91,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,511,0,0,trnF,bc1097--bc1106,Solanum tuberosum,5,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,512,0,1,trnF,bc1100--bc1106,Solanum tuberosum,16,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,549,1,0,trnF,bc1106--bc1112,Solanum tuberosum,21,"Wednesday, July 1, 2020",Early July,Moxee,A,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,550,1,0,trnF,bc1106--bc1113,Solanum tuberosum,2,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,552,0,0,trnF,bc1114--bc1169,Solanum tuberosum,20,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,556,1,1,trnF,bc1100--bc1107,Solanum tuberosum,2,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,568,1,0,trnF,bc1103--bc1176,Solanum tuberosum,64,"Wednesday, July 15, 2020",Late July,Moxee,A,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,587,1,0,trnF,bc1169--bc1176,Solanum tuberosum,42,"Wednesday, July 15, 2020",Late July,Othello,E,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,616,1,0,trnF,bc1108--bc1176,Solanum tuberosum,3,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,644,0,0,trnF,bc1143--bc1176,Solanum tuberosum,3,"Wednesday, August 12, 2020",Early August,Moxee,A,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,763,0,0,trnF,bc1106--bc1177,Solanum tuberosum,6,"Thursday, August 27, 2020",Late August,Mattawa,C,Russian thistle,2020
Potato,Solanaceae,potato,Solanum,17,1,1,trnF,bc1105--bc1112,Solanum tuberosum,726,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,15,0,0,ITS,bc1150--bc1192,Kali turgidum,7,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,792,0,1,ITS,bc1124--bc1171,Kali turgidum,31,"Thursday, August 27, 2020",Late August,Othello,E,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,113,1,1,ITS,bc1152--bc1172,Kali turgidum,5,"Monday, May 18, 2020",Late May,Mattawa,C,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,123,0,1,ITS,bc1152--bc1191,Kali turgidum,4,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,124,0,0,ITS,bc1152--bc1192,Kali turgidum,2539,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,137,1,0,ITS,bc1152--bc1154,Kali turgidum,909,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,198,0,0,ITS,bc1153--bc1192,Kali turgidum,464,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,199,1,1,ITS,bc1153--bc1173,Kali turgidum,1141,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,227,0,0,ITS,bc1153--bc1189,Kali turgidum,233,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,518,1,0,ITS,bc1133--bc1154,Kali turgidum,19,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,518,1,0,ITS,bc1133--bc1154,Kali turgidum,19,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,549,1,0,ITS,bc1133--bc1155,Kali turgidum,35,"Wednesday, July 1, 2020",Early July,Moxee,A,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,550,1,0,ITS,bc1133--bc1140,Kali turgidum,38,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,568,1,0,ITS,bc1134--bc1191,Kali turgidum,33,"Wednesday, July 15, 2020",Late July,Moxee,A,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,587,1,0,ITS,bc1134--bc1155,Kali turgidum,137,"Wednesday, July 15, 2020",Late July,Othello,E,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,614,1,1,ITS,bc1134--bc1140,Kali turgidum,6,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,16,0,0,ITS,bc1150--bc1173,Kali turgidum,490,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,17,1,1,ITS,bc1150--bc1154,Kali turgidum,7,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,84,1,1,ITS,bc1146--bc1155,Kali turgidum,151,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Russian Thistle,Amaranthaceae,Prickly Russian thistle,Kali,122,1,1,ITS,bc1152--bc1190,Kali turgidum,1888,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,487,1,1,trnF,bc1100--bc1103,Salsola collina,8,"Thursday, June 25, 2020",Late June,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,655,0,0,trnF,bc1144--bc1176,Salsola collina,212,"Wednesday, August 12, 2020",Early August,Othello,F,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,792,0,1,trnF,bc1108--bc1177,Salsola collina,36,"Thursday, August 27, 2020",Late August,Othello,E,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,137,1,0,trnF,bc1097--bc1107,Salsola collina,31,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,198,0,0,trnF,bc1107--bc1110,Salsola collina,16,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,199,1,1,trnF,bc1097--bc1108,Salsola collina,15,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,358,0,1,trnF,bc1109--bc1142,Salsola collina,5,"Wednesday, June 3, 2020",Early June,Mattawa,C,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,364,1,1,trnF,bc1097--bc1143,Salsola collina,19,"Wednesday, June 3, 2020",Early June,Mattawa,D,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,369,1,1,trnF,bc1100--bc1143,Salsola collina,25,"Wednesday, June 3, 2020",Early June,Mattawa,D,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,370,0,1,trnF,bc1111--bc1143,Salsola collina,13,"Wednesday, June 3, 2020",Early June,Mattawa,D,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,373,1,0,trnF,bc1113--bc1143,Salsola collina,28,"Friday, June 12, 2020",Early June,Pasco,N,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,457,1,0,trnF,bc1110--bc1143,Salsola collina,9,"Wednesday, June 17, 2020",Late June,Moxee,A,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,468,1,0,trnF,bc1100--bc1144,Salsola collina,2,"Wednesday, June 17, 2020",Late June,Othello,E,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,481,0,1,trnF,bc1109--bc1144,Salsola collina,98,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,482,1,0,trnF,bc1110--bc1144,Salsola collina,4,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,496,0,0,trnF,bc1097--bc1105,Salsola collina,112,"Thursday, June 25, 2020",Late June,Paterson,I,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,512,0,1,trnF,bc1100--bc1106,Salsola collina,45,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,518,1,0,trnF,bc1106--bc1111,Salsola collina,136,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,549,1,0,trnF,bc1106--bc1112,Salsola collina,123,"Wednesday, July 1, 2020",Early July,Moxee,A,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,550,1,0,trnF,bc1106--bc1113,Salsola collina,34,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,552,0,0,trnF,bc1114--bc1169,Salsola collina,37,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,558,1,1,trnF,bc1108--bc1114,Salsola collina,13,"Wednesday, July 1, 2020",Early July,Othello,E,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,568,1,0,trnF,bc1103--bc1176,Salsola collina,162,"Wednesday, July 15, 2020",Late July,Moxee,A,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,587,1,0,trnF,bc1169--bc1176,Salsola collina,13,"Wednesday, July 15, 2020",Late July,Othello,E,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,614,1,1,trnF,bc1107--bc1176,Salsola collina,16,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,616,1,0,trnF,bc1108--bc1176,Salsola collina,122,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,644,0,0,trnF,bc1143--bc1176,Salsola collina,79,"Wednesday, August 12, 2020",Early August,Moxee,A,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,763,0,0,trnF,bc1106--bc1177,Salsola collina,10,"Thursday, August 27, 2020",Late August,Mattawa,C,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,17,1,1,trnF,bc1105--bc1112,Salsola collina,2,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,122,1,1,trnF,bc1113--bc1169,Salsola collina,31,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,299,1,1,trnF,bc1100--bc1142,Salsola collina,59,"Wednesday, June 3, 2020",Early June,Mattawa,B,Russian thistle,2020
Tree,Sapindaceae,Japanese Maple,Acer,482,1,0,trnF,bc1110--bc1144,Acer palmatum,2,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Tree,Sapindaceae,Silver Maple,Acer,122,1,1,ITS,bc1152--bc1190,Acer saccharinum,10,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Tree,Sapindaceae,Full moon Japanese Maple,Acer,482,1,0,trnF,bc1110--bc1144,Acer tenuifolium,4,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Tree,Oleaceae,Ash,Fraxinus,482,1,0,trnF,bc1110--bc1144,Fraxinus angustifolia,157,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Tree,Lythraceae,Myrtle,Lagerstroemia,482,1,0,trnF,bc1110--bc1144,Lagerstroemia suprareticulata,6,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Tree,Oleaceae,Privet,Ligustrum,644,0,0,trnF,bc1143--bc1176,Ligustrum lucidum,3,"Wednesday, August 12, 2020",Early August,Moxee,A,Russian thistle,2020
Tree,Fabaceae,Amur Maackia ,Maackia,345,1,1,trnF,bc1120--bc1142,Maackia amurensis,2,"Wednesday, June 3, 2020",Early June,Mattawa,B,Russian thistle,2020
Tree,Lauraceae,Phoebe hungmoensis,Phoebe,153,1,0,trnF,bc1107--bc1111,Phoebe hungmoensis,18,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Tree,Pinaceae,lodgepole pine,Pinus,17,1,1,trnF,bc1105--bc1112,Pinus contorta,13,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Tree,Anacardiaceae,Cashew,Pistacia,482,1,0,trnF,bc1110--bc1144,Pistacia vera,5,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Tree,Platanaceae,Sycamore,Platanus,482,1,0,trnF,bc1110--bc1144,Platanus orientalis,2,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Tree,Rosaceae,pear,Pyrus,16,0,0,trnF,bc1103--bc1110,Pyrus communis,99,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Tree,Fagaceae,English oak,Quercus,122,1,1,ITS,bc1152--bc1190,Quercus robur,3,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,198,0,0,ITS,bc1153--bc1192,Tilia cordata,684,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,199,1,1,ITS,bc1153--bc1173,Tilia cordata,3,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,227,0,0,ITS,bc1153--bc1189,Tilia cordata,138,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,358,0,1,trnF,bc1109--bc1142,Tilia japonica,9,"Wednesday, June 3, 2020",Early June,Mattawa,C,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,616,1,0,trnF,bc1108--bc1176,Tilia japonica,4,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,153,1,0,ITS,bc1152--bc1155,Tilia x,13,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,198,0,0,ITS,bc1153--bc1192,Tilia x,182,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Tree,Malvaceae,Linden,Tilia,227,0,0,ITS,bc1153--bc1189,Tilia x,854,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Tree,Ulmaceae,Elm,Ulmus,61,0,0,ITS,bc1146--bc1154,Ulmus pumila,304,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Weed,Asteraceae,Yarrow,Achillea,171,0,0,trnF,bc1107--bc1113,Achillea millefolium,19,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Weed,Asteraceae,Yarrow,Achillea,171,0,0,ITS,bc1140--bc1152,Achillea millefolium,10,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Weed,Amaryllidaceae,Wild onion,Allium,84,1,1,ITS,bc1146--bc1155,Allium pskemense,4,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,153,1,0,ITS,bc1152--bc1155,Chenopodium album,26,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,198,0,0,ITS,bc1153--bc1192,Chenopodium album,614,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,199,1,1,ITS,bc1153--bc1173,Chenopodium album,1013,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,558,1,1,trnF,bc1108--bc1114,Chenopodium album,167,"Wednesday, July 1, 2020",Early July,Othello,E,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,558,1,1,ITS,bc1134--bc1190,Chenopodium album,,"Wednesday, July 1, 2020",Early July,Othello,E,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,616,1,0,ITS,bc1134--bc1189,Chenopodium album,4,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,16,0,0,ITS,bc1150--bc1173,Chenopodium album,644,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,299,1,1,trnF,bc1100--bc1142,Chenopodium album,4,"Wednesday, June 3, 2020",Early June,Mattawa,B,Russian thistle,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,614,1,1,trnF,bc1107--bc1176,Chenopodium quinoa,2,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Weed,Convolvulaceae,Field bindweed,Convolvulus,198,0,0,ITS,bc1153--bc1192,Convolvulus arvensis,48,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Weed,Geraniaceae,stork's bill,Erodium,153,1,0,trnF,bc1107--bc1111,Erodium carvifolium,5,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Weed,Geraniaceae,stork's bill,Erodium,16,0,0,trnF,bc1103--bc1110,Erodium carvifolium,22,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Weed,Geraniaceae,redstem filaree,Erodium,171,0,0,ITS,bc1140--bc1152,Erodium cicutarium,190,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Weed,Geraniaceae,redstem filaree,Erodium,153,1,0,ITS,bc1152--bc1155,Erodium cicutarium,4,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Weed,Fabaceae,Alfalfa,Medicago,124,0,0,ITS,bc1152--bc1192,Medicago sativa,2,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Weed,Fabaceae,Alfalfa,Medicago,198,0,0,ITS,bc1153--bc1192,Medicago sativa,100,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Weed,Fabaceae,Alfalfa,Medicago,199,1,1,ITS,bc1153--bc1173,Medicago sativa,2,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Weed,Fabaceae,Alfalfa,Medicago,549,1,0,ITS,bc1133--bc1155,Medicago sativa,3,"Wednesday, July 1, 2020",Early July,Moxee,A,Russian thistle,2020
Weed,Fabaceae,Alfalfa,Medicago,550,1,0,ITS,bc1133--bc1140,Medicago sativa,4,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Weed,Fabaceae,Alfalfa,Medicago,16,0,0,ITS,bc1150--bc1173,Medicago sativa,6,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Weed,Portulacaceae,Purslane,Portulaca,373,1,0,trnF,bc1113--bc1143,Portulaca oleracea,7,"Friday, June 12, 2020",Early June,Pasco,N,Russian thistle,2020
Weed,Asteraceae,Goldernrod,Solidago,616,1,0,trnF,bc1108--bc1176,Solidago canadensis,87,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Crop,Asteraceae,Tarragon,Artemisia,17,1,1,ITS,bc1150--bc1154,Artemisia dracunculus,386,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Cannabis,Cannabaceae,Cannabis,Cannabis,201,0,0,ITS,bc1153--bc1154,Cannabis sativa,2,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Cannabis,Cannabaceae,Cannabis,Cannabis,211,0,1,ITS,bc1153--bc1155,Cannabis sativa,13,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Crop,Solanaceae,Tomato,Solanum,182,1,1,ITS,bc1152--bc1189,Solanum lycopersicum,470,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Crop,Solanaceae,Tomato,Solanum,22,0,0,ITS,bc1150--bc1189,Solanum lycopersicum,3,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Crop,Fabaceae,cowpea,Vigna,8,1,0,ITS,bc1150--bc1170,Vigna unguiculata,3,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Crop,Fabaceae,cowpea,Vigna,9,0,0,ITS,bc1150--bc1171,Vigna unguiculata,9,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Crop,Fabaceae,cowpea,Vigna,19,0,0,ITS,bc1140--bc1150,Vigna unguiculata,2,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Grass,Poaceae,Bromus sterilis,Bromus,19,0,0,trnF,bc1105--bc1109,Bromus sterilis,111,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Grass,Poaceae,Cheatgrass,Bromus,19,0,0,ITS,bc1140--bc1150,Bromus tectorum,1282,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,19,0,0,trnF,bc1105--bc1109,Bassia littorea,6,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,211,0,1,trnF,bc1108--bc1112,Bassia littorea,39,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,22,0,0,trnF,bc1105--bc1110,Bassia littorea,7,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,201,0,0,ITS,bc1153--bc1154,Bassia scoparia,6,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,211,0,1,ITS,bc1153--bc1155,Bassia scoparia,5,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,8,1,0,ITS,bc1150--bc1170,Brassica carinata,1044,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,9,0,0,ITS,bc1150--bc1171,Brassica carinata,1892,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,19,0,0,ITS,bc1140--bc1150,Brassica carinata,276,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,182,1,1,ITS,bc1152--bc1189,Brassica carinata,344,"Wednesday, May 27, 2020",Late May,Pasco,N,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,22,0,0,ITS,bc1150--bc1189,Brassica carinata,5,"Monday, May 18, 2020",Late May,Moxee,A,Tumble mustard,2020
Mustard,Brassicaceae,Flixweed,Descurainia,9,0,0,ITS,bc1150--bc1171,Descurainia sophia,11,"Wednesday, April 22, 2020",Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Flixweed,Descurainia,201,0,0,ITS,bc1153--bc1154,Descurainia sophia,934,"Wednesday, June 3, 2020",Early June,Moxee,A,Tumble mustard,2020
