Type,Family,Common,Genus,BLH ,BLTVA,BCTV,Barcode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant ,Year
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,82,1,0,ITS,bc1153--bc1154,Kali turgidum,80,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,82,1,0,trnF,bc1107--bc1110,Salsola komarovii,25,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Tree,Rutaceae,Sweet orange,Citrus,82,1,0,ITS,bc1153--bc1154,Citrus sinensis,4,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Weed,Asteraceae,Horseweed,Erigeron,82,1,0,trnF,bc1107--bc1110,Erigeron canadensis,28,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Weed,Asteraceae,Fleabane,Erigeron,82,1,0,ITS,bc1153--bc1154,Erigeron strigosus,2,"Wednesday, July 3, 2019",Early July,Mattawa ,RDJ,Kochia,2019
Potato,Solanaceae,Potato,Solanum,90,0,0,trnF,bc1114--bc1143,Solanum tuberosum,6,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Tree,Anacardiaceae,Chinese Pistachio,Pistacia,90,0,0,trnF,bc1114--bc1143,Pistacia chinensis,4,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Tree,Rosaceae,Pendula or Willow-Leaf Pear,Pyrus,90,0,0,trnF,bc1114--bc1143,Pyrus salicifolia,8,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Solanaceae,Cayenne Pepper ,Capsicum,91,0,1,trnF,bc1115--bc1143,Capsicum annuum,19,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Solanaceae,Cayenne Pepper ,Capsicum,91,0,1,ITS,bc1140--bc1148,Capsicum annuum,2,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Solanaceae,Chili Pepper,Capsicum,91,0,1,trnF,bc1115--bc1143 ,Capsicum caatingae,2,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Asteraceae,Lettuce,Lactuca,91,0,1,trnF,bc1115--bc1143,Lactuca sativa,2,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Fabaceae,Alfalfa,Medicago,91,0,1,ITS,bc1140--bc1148,Medicago sativa,40,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Nightshade,Solanaceae,Clammy Groundcherry,Physalis,91,0,1,trnF,bc1115--bc1143,Physalis heterophylla,4,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,91,0,1,ITS,bc1140--bc1148,Solanum pinnatisectum,40,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Potato,Solanaceae,Potato,Solanum,91,0,1,trnF,bc1115--bc1143,Solanum tuberosum,208,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,91,0,1,trnF,bc1115--bc1143,Salsola komarovii,7,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Tree,Fagaceae,Oak,Quercus,91,0,1,ITS,bc1140--bc1148,Quercus robur,2,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Cannabis,Cannabaceae,Cannabis,Cannabis,92,0,0,ITS,bc1150--bc1189,Cannabis sativa,8,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Asteraceae,Lettuce,Lactuca,92,0,0,trnF,bc1120--bc1143,Lactuca sativa,19,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Fabaceae,Alfalfa,Medicago,92,0,0,ITS,bc1150--bc1189,Medicago sativa,5,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Brassicaceae,Radish,Raphanus,92,0,0,ITS,bc1150--bc1189,Raphanus sativus,35,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Solanaceae,Tomato,Solanum,92,0,0,ITS,bc1150--bc1189,Solanum lycopersicum,17,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Fabaceae,Fava Bean,Vicia,92,0,0,ITS,bc1150--bc1189,Vicia faba 5.8S,9,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Shrub,Solanaceae,African Boxthorn,Lycium,92,0,0,trnF,bc1120--bc1143,Lycium ferocissimum,7,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,92,0,0,ITS,bc1150--bc1189,Brassica carinata,6,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,92,0,0,ITS,bc1150--bc1189,Solanum pinnatisectum,130,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Potato,Solanaceae,Potato,Solanum,92,0,0,trnF,bc1120--bc1143,Solanum tuberosum,105,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,92,0,0,ITS,bc1150--bc1189,Kali turgidum,46,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Tree,Rutaceae,Bitter orange or Seville orange,Citrus,92,0,0,trnF,bc1120--bc1143,Citrus clementina,14,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Weed,Asteraceae,Fleabane,Erigeron,92,0,0,ITS,bc1150--bc1189,Erigeron strigosus,6,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Cucurbitaceae,Cucumber,Cucumis,93,0,0,ITS,bc1146--bc1189,Cucumis sativus,12,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Asteraceae,Lettuce,Lactuca,93,0,0,trnF,bc1109--bc1143,Lactuca sativa,3,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,93,0,0,ITS,bc1146--bc1189,Solanum pinnatisectum,12,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Potato,Solanaceae,Potato,Solanum,93,0,0,trnF,bc1109--bc1143,Solanum tuberosum,30,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Tree,Malvaceae,Little Leaf Linden,Tilia,93,0,0,ITS,bc1146--bc1189,Tilia cordata,15,"Friday, July 5, 2019",Early July,Mattawa,WSU,Potato,2019
Crop,Brassicaceae,Radish,Raphanus,96,1,0,ITS,bc1152--bc1189,Raphanus sativus,3,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Crop,Solanaceae,Tomato,Solanum,96,1,0,ITS,bc1152--bc1189,Solanum lycopersicum,660,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Grass,Poaceae,Sorghum or Great Millet,Sorghum,96,1,0,trnF,bc1110--bc1143,Sorghum bicolor,3,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,96,1,0,ITS,bc1152--bc1189,Bassia scoparia,4,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Nightshade,Solanaceae,Wild Potato,Solanum,96,1,0,trnF,bc1110--bc1143,Solanum acaule,8,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Nightshade,Solanaceae,Wild Tomato,Solanum,96,1,0,trnF,bc1110--bc1143,Solanum pennellii,473,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,96,1,0,trnF,bc1110--bc1143,Amaranthus blitum,9,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,96,1,0,ITS,bc1152--bc1189,Amaranthus hybridus,119,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,96,1,0,trnF,bc1110--bc1143,Amaranthus viridis,19,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,96,1,0,ITS,bc1152--bc1189,Kali turgidum,7,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,96,1,0,trnF,bc1110--bc1143,Salsola komarovii,28,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Weed,Amaranthaceae,Epazote,Chenopodium,96,1,0,trnF,bc1110--bc1143,Chenopodium acuminatum,4,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Crop,Asteraceae,Lettuce,Lactuca,97,0,0,trnF,bc1143--bc1176,Lactuca sativa,4,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Crop,Brassicaceae,Radish,Raphanus,97,0,0,trnF,bc1143--bc1176,Raphanus sativus,19,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Crop,Brassicaceae,Radish,Raphanus,97,0,0,ITS,bc1153--bc1189,Raphanus sativus,6,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,97,0,0,trnF,bc1143--bc1176,Amaranthus blitum,334,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,97,0,0,ITS,bc1153--bc1189,Amaranthus hybridus,481,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,97,0,0,trnF,bc1143--bc1176,Amaranthus viridis,156,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Potato,Solanaceae,Potato,Solanum,97,0,0,trnF,bc1143--bc1176,Solanum tuberosum,2,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,97,0,0,ITS,bc1153--bc1189,Kali turgidum,36,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,97,0,0,trnF,bc1143--bc1176,Salsola komarovii,54,"Friday, July 5, 2019",Early July,Mattawa,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,103,1,1,ITS,bc1154--bc1158,Amaranthus hybridus,3,"Wednesday, July 10, 2019",Early July,Mattawa,RDJ,Kochia,2019
Potato,Solanaceae,Potato,Solanum,103,1,1,trnF,bc1107--bc1109,Solanum tuberosum,3,"Wednesday, July 10, 2019",Early July,Mattawa,RDJ,Kochia,2019
Tree,Salicaceae,Corkscrew Willow,Salix,103,1,1,trnF,bc1107--bc1109,Salix matsudana,3,"Wednesday, July 10, 2019",Early July,Mattawa,RDJ,Kochia,2019
Tree,Salicaceae,Dark-leaved Willow,Salix,103,1,1,ITS,bc1154--bc1158,Salix myrsinifolia,67,"Wednesday, July 10, 2019",Early July,Mattawa,RDJ,Kochia,2019
Weed,Asteraceae,Horseweed,Erigeron,103,1,1,trnF,bc1107--bc1109,Erigeron canadensis,48,"Wednesday, July 10, 2019",Early July,Mattawa,RDJ,Kochia,2019
Weed,Asteraceae,Fleabane,Erigeron,103,1,1,ITS,bc1154--bc1158,Erigeron strigosus,133,"Wednesday, July 10, 2019",Early July,Mattawa,RDJ,Kochia,2019
Crop,Asteraceae,Lettuce,Lactuca,106,0,0,trnF,bc1143--bc1177,Lactuca sativa,42,"Thursday, July 11, 2019",Early July,Paterson,107,Potato,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,106,0,0,trnF,bc1143--bc1177,Bassia littorea,10,"Thursday, July 11, 2019",Early July,Paterson,107,Potato,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,106,0,0,trnF,bc1143--bc1177,Amaranthus blitum,2,"Thursday, July 11, 2019",Early July,Paterson,107,Potato,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,106,0,0,ITS,bc1158--bc1189,Amaranthus hybridus,3,"Thursday, July 11, 2019",Early July,Paterson,107,Potato,2019
Potato,Solanaceae,Potato,Solanum,106,0,0,trnF,bc1143--bc1177,Solanum tuberosum,12,"Thursday, July 11, 2019",Early July,Paterson,107,Potato,2019
Weed,Asteraceae,Fleabane,Erigeron,106,0,0,ITS,bc1158--bc1189,Erigeron strigosus,18,"Thursday, July 11, 2019",Early July,Paterson,107,Potato,2019
Crop,Asteraceae,Lettuce,Lactuca,108,1,0,trnF,bc1107--bc1120,Lactuca sativa,3,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Mustard,Brassicaceae,Tumble Mustard,Sisymbrium altissimum,108,1,0,trnF,bc1107--bc1120,Sisymbrium altissimum,2,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,108,1,0,ITS,bc1154--bc1157,Solanum pinnatisectum,2,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,108,1,0,trnF,bc1107--bc1120,Amaranthus blitum,15,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,108,1,0,ITS,bc1154--bc1157,Amaranthus hybridus,3,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,108,1,0,ITS,bc1154--bc1157,Kali turgidum,7,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,108,1,0,trnF,bc1107--bc1120,Salsola komarovii,25,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Weed,Asteraceae,Horseweed,Erigeron,108,1,0,trnF,bc1107--bc1120,Erigeron canadensis,7,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Weed,Asteraceae,Fleabane,Erigeron,108,1,0,ITS,bc1154--bc1157,Erigeron strigosus,2,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Crop,Brassicaceae,Radish,Raphanus,109,0,0,trnF,bc1107--bc1115,Raphanus sativus,7,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Potato,Solanaceae,Potato,Solanum,109,0,0,trnF,bc1107--bc1115,Solanum tuberosum,11,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,109,0,0,ITS,bc1154--bc1156,Kali turgidum,26,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,109,0,0,trnF,bc1107--bc1115,Salsola komarovii,63,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Weed,Asteraceae,Horseweed,Erigeron,109,0,0,trnF,bc1107--bc1115,Erigeron canadensis,17,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Mustard,Brassicaceae,Tumble Mustard,Sisymbrium altissimum,110,1,0,trnF,bc1107--bc1114,Sisymbrium altissimum,3,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,110,1,0,trnF,bc1107--bc1114,Salsola komarovii,2,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Crop,Brassicaceae,Radish,Raphanus,111,1,0,ITS,bc1135--bc1154,Raphanus sativus,3,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,111,1,0,ITS,bc1135--bc1154,Amaranthus hybridus,3,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,111,1,0,ITS,bc1135--bc1154,Kali turgidum,149,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,111,1,0,trnF,bc1107--bc1113,Salsola komarovii,222,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Weed,Asteraceae,Tumble knapweed,Centaurea,111,1,0,ITS,bc1135--bc1154,Centaurea diffusa,2,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Weed,Asteraceae,Spotted knapweed,Centaurea,111,1,0,trnF,bc1107--bc1113,Centaurea maculosa,9,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Weed,Asteraceae,Fleabane,Erigeron,111,1,0,ITS,bc1135--bc1154,Erigeron strigosus,2,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Weed,Polygonaceae,Common Knotgrass,Polygonum,111,1,0,trnF,bc1107--bc1113,Polygonum aviculare,7,"Thursday, July 11, 2019",Early July,Paterson,107,Russian thistle,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,112,1,0,trnF,bc1107--bc1112,Amaranthus blitum,53,"Thursday, July 11, 2019",Early July,Paterson,475,Russian thistle,2019
Potato,Solanaceae,Potato,Solanum,112,1,0,trnF,bc1107--bc1112,Solanum tuberosum,36,"Thursday, July 11, 2019",Early July,Paterson,475,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,112,1,0,ITS,bc1148--bc1154 ,Kali turgidum,7,"Thursday, July 11, 2019",Early July,Paterson,475,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,112,1,0,trnF,bc1107--bc1112,Salsola komarovii,190,"Thursday, July 11, 2019",Early July,Paterson,475,Russian thistle,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,113,0,0,ITS,bc1157--bc1189,Solanum pinnatisectum,18,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Potato,Solanaceae,Potato,Solanum,113,0,0,trnF,bc1143--bc1178,Solanum tuberosum,671,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Potato,Solanaceae,Potato,Solanum,113,0,0,ITS,bc1157--bc1189,Solanum tuberosum,4,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,114,0,0,ITS,bc1156--bc1189,Chenopodium album,41,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,114,0,0,ITS,bc1156--bc1189,Solanum pinnatisectum,18,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,114,0,0,trnF,bc1113--bc1144,Amaranthus blitum,6,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,114,0,0,ITS,bc1156--bc1189,Amaranthus hybridus,5,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,114,0,0,ITS,bc1156--bc1189,Kali turgidum,7,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,114,0,0,trnF,bc1113--bc1144,Salsola komarovii,20,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Weed,Amaranthaceae,Epazote,Chenopodium,114,0,0,trnF,bc1113--bc1144,Chenopodium acuminatum,46,"Thursday, July 11, 2019",Early July,Paterson,475,Potato,2019
Potato,Solanaceae,Potato,Solanum,114,0,0,trnF,bc1113--bc1144,Solanum tuberosum,119,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Crop,Brassicaceae,Radish,Raphanus,122,1,0,ITS,bc1133--bc1154,Raphanus sativus,32,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Crop,Brassicaceae,Radish,Raphanus,122,1,0,trnF,bc1107--bc1111,Raphanus sativus,17,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Grass,Poaceae,Annual Ryegrass,Lolium,122,1,0,ITS,bc1133--bc1154,Lolium rigidum,19,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,122,1,0,ITS,bc1133--bc1154,Solanum pinnatisectum,15,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Potato,Solanaceae,Potato,Solanum,122,1,0,trnF,bc1107--bc1111,Solanum tuberosum,23,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,122,1,0,ITS,bc1133--bc1154,Kali turgidum,62,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,122,1,0,trnF,bc1107--bc1111,Salsola komarovii,82,"Thursday, July 11, 2019",Early July,Paterson,529,Russian thistle,2019
Crop,Brassicaceae,Radish,Raphanus,128,1,0,ITS,bc1134--bc1154,Raphanus sativus,8,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,128,1,0,trnF,bc1100--bc1107,Bassia littorea,30,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,128,1,0,ITS,bc1134--bc1154,Bassia scoparia,57,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,128,1,0,ITS,bc1134--bc1154,Solanum pinnatisectum,3,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,128,1,0,ITS,bc1134--bc1154,Amaranthus hybridus,6,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Potato,Solanaceae,Potato,Solanum,128,1,0,trnF,bc1100--bc1107,Solanum tuberosum,5,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,128,1,0,ITS,bc1134--bc1154,Kali turgidum,194,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,128,1,0,trnF,bc1100--bc1107,Salsola komarovii,153,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Weed,Asteraceae,Sow thistle,Sonchus,128,1,0,ITS,bc1134--bc1154,Sonchus oleraceus,4,"Friday, July 12, 2019",Early July,Pasco,WSU,Kochia,2019
Crop,Asteraceae,Common sunflower,Helianthus,134,0,0,trnF,bc1114--bc1144,Helianthus annuus,4,"Friday, July 12, 2019",Early July,Pasco,WSU,Potato,2019
Crop,Brassicaceae,Radish,Raphanus,134,0,0,trnF,bc1114--bc1144,Raphanus sativus,5,"Friday, July 12, 2019",Early July,Pasco,WSU,Potato,2019
Crop,Solanaceae,Tomato,Solanum,134,0,0,ITS,bc1159--bc1189,Solanum lycopersicum,84,"Friday, July 12, 2019",Early July,Pasco,WSU,Potato,2019
Nightshade,Solanaceae,Wild Tomato,Solanum,134,0,0,trnF,bc1114--bc1144,Solanum pennellii,389,"Friday, July 12, 2019",Early July,Pasco,WSU,Potato,2019
Potato,Solanaceae,Potato,Solanum,134,0,0,trnF,bc1114--bc1144,Solanum tuberosum,45,"Friday, July 12, 2019",Early July,Pasco,WSU,Potato,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,134,0,0,trnF,bc1114--bc1144,Salsola komarovii,5,"Friday, July 12, 2019",Early July,Pasco,WSU,Potato,2019
Tree,Oleaceae,Ash tree,Fraxinus,134,0,0,trnF,bc1114--bc1144,Fraxinus hupehensis,9,"Friday, July 12, 2019",Early July,Pasco,WSU,Potato,2019
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,141,1,0,trnF,bc1115--bc1144,Bassia littorea,21,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Nightshade,Solanaceae,White-Flowered Nightshade,Solanum,141,1,0,trnF,bc1115--bc1144,Solanum physalifolium,6,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,141,1,0,ITS,bc1135--bc1189,Solanum pinnatisectum,2,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,141,1,0,trnF,bc1115--bc1144,Amaranthus blitum,52,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,141,1,0,ITS,bc1135--bc1189,Amaranthus hybridus,49,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,141,1,0,trnF,bc1115--bc1144,Amaranthus viridis,94,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Potato,Solanaceae,Potato,Solanum,141,1,0,trnF,bc1115--bc1144,Solanum tuberosum,100,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Russian Thistle,Amaranthaceae,Saltwort or Russian thistle,Salsola,141,1,0,trnF,bc1115--bc1144,Salsola komarovii,34,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Tree,Pinaceae,White Pine,Abies,141,1,0,trnF,bc1115--bc1144,Abies concolor,3,"Thursday, July 18, 2019",Late July,Paterson,529,Pigweed,2019
Crop,Asteraceae,Lettuce,Lactuca,145,0,0,trnF,bc1109--bc1144,Lactuca sativa,754,"Friday, July 19, 2019",Late July,Pasco,WSU,Pigweed,2019
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,145,0,0,ITS,bc1148--bc1189,Amaranthus hybridus,28,"Friday, July 19, 2019",Late July,Pasco,WSU,Pigweed,2019
Crop,Cucurbitaceae,Cucumber,Cucumis,153,0,0,ITS,bc1133--bc1189,Cucumis sativus,8,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Crop,Asteraceae,Lettuce,Lactuca,153,0,0,trnF,bc1110--bc1144,Lactuca sativa,18,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
Crop,Brassicaceae,Radish,Raphanus,153,0,0,ITS,bc1133--bc1189,Raphanus sativus,5,"Wednesday, July 31, 2019",Late July,Mattawa,RDR,Pigweed,2019
